matrix,perm,perm_type,rows,cols,nnz,density,bandwidth_lower,bandwidth_upper,bandwidth_max,bandwidth_avg,locality_profile,locality_avg_row_spread,locality_max_row_spread,locality_max_nnz_per_row,locality_avg_nnz_per_row,locality_num_empty_rows,locality_consecutive_vertical_pairs,locality_total_vertical_pairs,locality_vertical_adjacency_ratio,locality_avg_col_spread,locality_max_col_spread,locality_num_empty_cols,block_density_4,nonzero_blocks_4,total_blocks_4,max_blocks_per_row_4,avg_blocks_per_row_4,block_density_8,nonzero_blocks_8,total_blocks_8,max_blocks_per_row_8,avg_blocks_per_row_8,block_density_16,nonzero_blocks_16,total_blocks_16,max_blocks_per_row_16,avg_blocks_per_row_16,block_density_32,nonzero_blocks_32,total_blocks_32,max_blocks_per_row_32,avg_blocks_per_row_32,block_density_64,nonzero_blocks_64,total_blocks_64,max_blocks_per_row_64,avg_blocks_per_row_64,block_density_128,nonzero_blocks_128,total_blocks_128,max_blocks_per_row_128,avg_blocks_per_row_128
reorientation_3.mtx,None,SYMMETRIC,2513,2513,32166,0.005093450389055305,2483,2483,2483,843.4310762917366,5223443,2078.568643056108,2512,2360,12.79984082769598,0,2395,29653,0.08076754459919738,2078.568643056108,2512,0,0.07494408201304753,26825,395641,629,42.64705882352941,0.021409744408945688,23475,99225,315,74.52380952380952,0.007812985791568213,16082,24964,158,101.78481012658227,0.005123488725330289,6131,6241,79,77.60759493670886,0.004914284946026283,1598,1600,40,39.95,0.00490814208984375,400,400,20,20.0
reorientation_2.mtx,None,SYMMETRIC,1544,1544,17910,0.007512785578136325,1531,1531,1531,470.98023450586265,1777633,1151.3167098445597,1543,1448,11.599740932642487,0,1486,16366,0.09079799584504461,1151.3167098445597,1543,0,0.0771184981054082,14515,148996,386,37.60362694300518,0.023210064692709628,12057,37249,193,62.47150259067357,0.009566653562149597,7313,9409,97,75.3917525773196,0.007376733182201603,2371,2401,49,48.38775510204081,0.007018553119983948,623,625,25,24.92,0.00646828194341716,169,169,13,13.0
lowThrust_13.mtx,None,SYMMETRIC,18476,18476,224897,0.0006588214872153999,18436,18436,18436,5792.234151633859,271781964,14710.000216497077,18473,7184,12.17238579779173,0,5781,206421,0.02800587149563271,14710.000216497077,18473,0,0.0684736356240592,205277,21335161,3963,44.44187053474778,0.01811759174761286,193956,5336100,2266,83.96363636363637,0.004921011568666991,178521,1334025,1155,154.56363636363636,0.0015219040715300394,144310,334084,578,249.67128027681662,0.0007371879290104188,74481,83521,289,257.719723183391,0.0006534309294595254,21007,21025,145,144.87586206896552
lowThrust_12.mtx,None,SYMMETRIC,18458,18458,224593,0.0006592147754747225,18384,18384,18384,5906.231200438126,275033517,14900.504767580453,18451,7177,12.167786325712429,0,5634,206135,0.027331603075654305,14900.504767580453,18451,0,0.06843908914057815,205103,21298225,3987,44.442686890574215,0.01814370976914924,193415,5326864,2269,83.80199306759098,0.004919623205573936,178330,1331716,1154,154.5320623916811,0.0015272444420169765,143611,332929,577,248.89254766031195,0.0007364089685682725,74459,83521,289,257.64359861591697,0.000653045059675873,20991,21025,145,144.7655172413793
lowThrust_11.mtx,None,SYMMETRIC,18368,18368,223801,0.0006633431996943632,18350,18350,18350,5770.995411101827,269020576,14646.155052264809,18365,7142,12.184287891986063,0,5753,205433,0.028004264163985337,14646.155052264809,18365,0,0.06843431069405169,204394,21086464,3970,44.51088850174216,0.018124332690643157,192939,5271616,2260,84.03266550522648,0.004912025532937025,177976,1317904,1148,155.03135888501743,0.001526184073507025,143204,329476,574,249.4843205574913,0.0007419229549273542,73645,82369,287,256.602787456446,0.0006588717443520283,20732,20736,144,143.97222222222223
lowThrust_10.mtx,None,SYMMETRIC,18260,18260,222005,0.00066582670420805,18228,18228,18228,5734.585284115223,266266668,14581.964293537787,18255,7100,12.157995618838992,0,5644,203745,0.027701293283270756,14581.964293537787,18255,0,0.06845954686968063,202679,20839225,3932,44.39846659364731,0.01814496882404942,191173,5212089,2247,83.73762593079282,0.004924906189305226,176086,1304164,1142,154.1908931698774,0.0015298434026920227,141715,326041,571,248.18739054290717,0.0007396550049554437,73278,81796,286,256.2167832167832,0.0006626942760933755,20447,20449,143,142.98601398601397
lowThrust_9.mtx,None,SYMMETRIC,18044,18044,219589,0.0006744425226033105,18042,18042,18042,6101.482587925625,268793148,14896.538904899135,18043,7016,12.169640877854134,0,5637,201545,0.027968939938971444,14896.538904899135,18043,0,0.06844804670161142,200507,20349121,3887,44.44845932165817,0.018144252379693283,189100,5089536,2207,83.8209219858156,0.00492761429765502,174074,1272384,1128,154.3209219858156,0.0015370450902584649,139516,318096,564,247.36879432624113,0.0007521760488133822,71274,79524,282,252.74468085106383,0.0006741436007133067,19881,19881,141,141.0
finance256.mtx,None,SYMMETRIC,37376,37376,298496,0.0002136745871645712,37241,37241,37241,10867.206260720412,1022743662,27363.64677868151,37364,55,7.986301369863014,0,93,261120,0.0003561580882352941,27363.64677868151,37364,0,0.06910704628127338,269958,87310336,122,28.89105308219178,0.017667335883934997,263990,21827584,154,56.50470890410959,0.00454127654270981,256756,5456896,224,109.91267123287672,0.0012249957976130442,237960,1364224,331,203.73287671232876,0.00040079526580357047,181826,341056,381,311.34589041095893,0.0002250450862196749,80956,85264,287,277.24657534246575
crplat2.mtx,None,SYMMETRIC,18010,18010,960946,0.0029625900349642266,17982,17982,17982,5888.29380006785,312340085,17342.592171016102,18005,72,53.35624652970572,0,3256,942936,0.0034530445332450984,17342.592171016102,18005,0,0.06480946430517652,926703,20277009,266,205.79680213191205,0.017413610590505703,862244,5071504,460,382.8792184724689,0.005634605519329436,666186,1267876,658,591.6394316163411,0.003120413610979028,300737,316969,549,534.1687388987567,0.002950201919358794,79522,79524,282,281.9929078014184,0.002950127722841532,19881,19881,141,141.0
copter2.mtx,None,SYMMETRIC,55476,55476,759952,0.00024693115245769126,55339,55339,55339,17130.549895256543,2616310048,47161.11558151273,55464,45,13.69875261374288,0,186,704476,0.00026402602785616545,47161.11558151273,55464,0,0.06623012447866627,717151,192349161,88,51.70891917225467,0.01681216895633374,706289,48094225,157,101.84412400865176,0.004317557406233092,687556,12027024,254,198.25720876585927,0.0011795362614832005,629180,3006756,428,362.8489042675894,0.00040558299158602085,457453,751689,581,527.6274509803922,0.0002522174018101836,183904,188356,432,423.741935483871
copter1.mtx,None,SYMMETRIC,17222,17222,211064,0.0007116181144801042,17164,17164,17164,5269.329994693553,241968829,14049.984264313089,17210,19,12.255487167576355,0,170,193842,0.0008770029199038392,14049.984264313089,17210,0,0.06691437557066045,197140,18541636,73,45.78262888992104,0.01718403980929057,191915,4635409,135,89.13841151881095,0.004603887347066411,179081,1159929,232,166.27762302692665,0.0014592883818896245,141245,290521,307,262.05009276437846,0.0007628093450230934,67552,72900,262,250.1925925925926,0.0007069266431844372,18223,18225,135,134.98518518518517
tuma2.mtx,None,SYMMETRIC,12992,12992,49365,0.0002924604322629765,12949,12949,12949,3699.39483439684,90207468,6943.308805418719,12949,5,3.799645935960591,0,5,36373,0.00013746460286476233,6943.308805418719,12949,0,0.06870142955754971,44909,10549504,20,13.826662561576354,0.017861433053908856,43184,2637376,38,26.591133004926107,0.0046564288430889595,41412,659344,65,51.0,0.0012878822347857448,37432,164836,109,92.19704433497537,0.00045333842216005265,26585,41209,148,130.96059113300493,0.0002956240667465905,10192,10404,102,99.92156862745098
tuma1.mtx,None,SYMMETRIC,22967,22967,87760,0.00016637500202399853,22898,22898,22898,6496.690223336372,284472865,12386.156877258676,22898,5,3.8211346714851744,0,14,64793,0.00021607272390536015,12386.156877258676,22898,0,0.0686569032419577,79890,32970564,20,13.91327063740857,0.01781630849985708,76966,8242641,36,26.80808080808081,0.004596574148565299,74580,2062096,65,51.93593314763231,0.001225240535826614,69948,515524,115,97.42061281337047,0.0003765051970759309,56907,128881,187,158.51532033426184,0.00018385547169973227,29134,32400,175,161.85555555555555
cavity05.mtx,None,SYMMETRIC,1182,1182,32747,0.02343886441003089,1178,1178,1178,383.94390325831375,1279702,1082.65820642978,1178,62,27.704737732656515,0,911,31565,0.02886108031047046,948.0499153976311,1178,0,0.07679013619479984,26653,87616,159,90.04391891891892,0.031076336167628303,16465,21904,133,111.25,0.023505690692760015,5442,5476,74,73.54054054054055,0.023359745936815193,1369,1369,37,37.0,0.022146462733725763,361,361,19,19.0,0.0199871826171875,100,100,10,10.0
vibrobox.mtx,None,SYMMETRIC,12328,12328,342828,0.0022557503513103445,12312,12312,12312,3964.009310791417,138511071,11235.485966904607,12312,121,27.808890330953925,0,1100,330500,0.0033282904689863843,11235.485966904607,12312,0,0.06545517030701084,327350,9498724,273,106.21349772874757,0.017335950976235706,308993,2374681,359,200.51460090850097,0.005308254981548353,252281,594441,444,327.21271076523993,0.002536464094414813,131992,148996,367,341.9481865284974,0.002247717114362059,37237,37249,193,192.9378238341969,0.0022238878251541077,9409,9409,97,97.0
mplate.mtx,None,SYMMETRIC,5962,5962,142190,0.004000231365797541,5942,5942,5942,1911.2771784232366,32152056,5392.830593760483,5948,36,23.84937940288494,0,687,136228,0.005043016120034061,5392.830593760483,5948,0,0.0665698480115658,133497,2223081,127,89.53521126760563,0.01831167372741659,121328,556516,217,162.63806970509384,0.006384322664628329,86999,139129,261,233.24128686327077,0.004065031818115284,34159,34969,187,182.66844919786095,0.003934975682243255,8822,8836,94,93.85106382978724,0.003928740999179493,2209,2209,47,47.0
thermal.mtx,None,SYMMETRIC,3456,3456,66528,0.005570023148148148,3447,3447,3447,1083.8700396825398,10695542,3094.774884259259,3448,27,19.25,0,364,63072,0.005771182141045154,3094.774884259259,3448,0,0.06764495347172512,61468,746496,104,71.14351851851852,0.019337376292878933,53756,186624,160,124.43518518518519,0.007471966647498563,34780,46656,176,161.0185185185185,0.005595930232558139,11610,11664,108,107.5,0.005570023148148148,2916,2916,54,54.0,0.005570023148148148,729,729,27,27.0
coater2.mtx,None,SYMMETRIC,9540,9540,207308,0.002277819530697186,9520,9520,9520,3166.7332471491695,77924488,8223.35246939637,9532,63,21.730398322851155,64,724,197768,0.0036608551434003478,8288.57106918239,9532,0,0.06375412094671062,203230,5688225,189,85.21174004192872,0.0168561069278284,192167,1423249,267,161.07879295892707,0.005192969616714014,155941,356409,345,261.2077051926298,0.0025333068729274854,79915,89401,289,267.2742474916388,0.0022671700720077047,22324,22500,150,148.82666666666665,0.002249435763888889,5625,5625,75,75.0
coater1.mtx,None,SYMMETRIC,1348,1348,19457,0.010707697523091688,1338,1330,1338,442.2408387726782,1251105,928.1194362017804,1346,55,14.433976261127597,0,264,18109,0.01457838643768292,1098.2260223048327,1344,3,0.06916126372063926,17583,113569,119,52.175074183976264,0.02191577458189158,13872,28561,128,82.0828402366864,0.011434317173160824,6647,7225,85,78.2,0.010309808227075421,1843,1849,43,42.86046511627907,0.00983487399715321,483,484,22,21.954545454545453,0.009814554009555785,121,121,11,11.0
circuit_4.mtx,None,SYMMETRIC,80209,80209,307604,4.7812975870047906e-05,80007,80007,80007,19831.432491124953,2921608886,36424.950890797794,80188,6750,3.835030981560673,0,1610,227395,0.007080190857318762,31986.35058409904,80197,0,0.07883756597049935,243859,402122809,5922,12.16072408118486,0.020914560914158404,229807,100540729,5061,22.918819188191883,0.005501152007801376,218423,25140196,3789,43.56262465097726,0.0014543358843578584,206551,6285049,2377,82.3897088153171,0.000396288397733569,189505,1572516,1251,151.12041467304624,0.00012221493427369483,153620,393129,627,245.0079744816587
circuit_3.mtx,None,SYMMETRIC,12127,12127,48137,0.00032731979121842825,11953,11953,11953,3357.6684670835325,85328711,7036.2588439020365,12121,2305,3.9694071081058793,0,2706,36010,0.07514579283532352,5213.949286715593,12123,0,0.08427582005098182,35699,9193024,1724,11.774076517150396,0.023322913113584916,32249,2298256,1232,21.272427440633244,0.00634311011503171,29644,574564,734,39.108179419525065,0.001774586223574934,26490,143641,379,69.89445910290237,0.0005955304178385021,19734,36100,190,103.86315789473684,0.0003406433990036232,8625,9025,95,90.78947368421052
circuit_2.mtx,None,SYMMETRIC,4510,4510,21199,0.0010422269310377038,4485,4485,4485,1235.8699466955989,9598708,2128.316629711752,4502,1274,4.700443458980044,0,942,16689,0.05644436455150099,1079.1048780487804,4508,0,0.082751701954906,16011,1272384,837,14.194148936170214,0.023850401425691243,13888,318096,529,24.624113475177303,0.00716833394650277,11552,79524,281,40.9645390070922,0.002483463104306622,8336,19881,141,59.12056737588652,0.001226721286886703,4219,5041,71,59.42253521126761,0.0010092701071324102,1282,1296,36,35.611111111111114
circuit_1.mtx,None,SYMMETRIC,2624,2624,35823,0.005202765978212374,2609,2609,2609,733.6654384054937,4631259,1764.9615091463415,2623,2571,13.652057926829269,0,5512,33199,0.1660290972619657,1763.6535823170732,2623,0,0.09066726735239329,24694,430336,656,37.64329268292683,0.02845914048200122,19668,107584,328,59.96341463414634,0.010262823157315732,13635,26896,164,83.14024390243902,0.005763327584431631,6070,6724,82,74.02439024390245,0.005221402751865671,1675,1681,41,40.853658536585364,0.004957964631164966,441,441,21,21.0
lhr11c.mtx,None,SYMMETRIC,10964,10964,233741,0.0019444502861076568,10942,10948,10948,3630.424675174659,83678706,7632.1329806639915,10953,63,21.318952936884347,0,567,222777,0.0025451460429038904,7803.060197008391,10947,0,0.06388041672132581,228690,7513081,251,83.43305363006202,0.016830816954307704,216995,1879641,362,158.27498176513492,0.005069800446706201,180096,470596,459,262.53061224489795,0.002298532800101704,99308,117649,334,289.5276967930029,0.001935216828137717,29488,29584,172,171.4418604651163,0.0019289370547635547,7396,7396,86,86.0
lhr11.mtx,None,SYMMETRIC,10964,10964,233741,0.0019444502861076568,10938,10954,10954,3672.2968114280334,83377154,7604.6291499452755,10950,63,21.318952936884347,0,755,222777,0.0033890392634787253,7789.425574607807,10953,0,0.06390388922425483,228606,7513081,248,83.40240788033564,0.016872415804305645,216460,1879641,410,157.88475565280817,0.0050905475030943005,179362,470596,454,261.4606413994169,0.0022959896126707436,99418,117649,340,289.8483965014577,0.0019326607453559455,29527,29584,172,171.66860465116278,0.0019289370547635547,7396,7396,86,86.0
lhr10c.mtx,None,SYMMETRIC,10672,10672,232633,0.0020425828830337453,10615,10654,10654,3579.279857113995,79901495,7487.021645427287,10652,63,21.79844452773613,0,689,221961,0.0031041489270637636,7661.453804347826,10645,0,0.06390117653780567,227532,7118224,250,85.28185907046476,0.016879617654707395,215342,1779556,389,161.4257871064468,0.005143004772455869,176691,444889,436,264.904047976012,0.0023710591778080448,95814,111556,323,286.8682634730539,0.002036983215537802,27882,27889,167,166.95808383233532,0.002012300383206668,7056,7056,84,84.0
lhr10.mtx,None,SYMMETRIC,10672,10672,232633,0.0020425828830337453,10646,10657,10657,3557.27291484871,80646654,7556.8453898050975,10662,63,21.79844452773613,0,854,221961,0.003847522763007916,7610.857571214393,10662,0,0.06395176862310425,227352,7118224,248,85.2143928035982,0.016888401361334387,215230,1779556,356,161.34182908545728,0.005137160845318047,176892,444889,416,265.2053973013493,0.0023757206623983016,95626,111556,326,286.3053892215569,0.002037129340589132,27880,27889,167,166.94610778443115,0.002012300383206668,7056,7056,84,84.0
lhr07c.mtx,None,SYMMETRIC,7337,7337,156508,0.0029073646357957728,7302,7333,7333,2442.816233036011,37315036,5085.871064467766,7329,63,21.331334332833585,0,722,149171,0.004840082857928149,5205.671800463405,7327,0,0.06455535390199638,151525,3367225,242,82.57493188010899,0.017485520717886383,139855,842724,327,152.34749455337692,0.0057169516448783405,106938,210681,345,232.98039215686273,0.0031078274009231585,49179,52900,229,213.8217391304348,0.00288944048226709,13224,13225,115,114.99130434782609,0.0028396225429176574,3364,3364,58,58.0
lhr07.mtx,None,SYMMETRIC,7337,7337,156508,0.0029073646357957728,7300,7317,7317,2446.9303869450764,37639090,5130.038162736813,7334,63,21.331334332833585,0,946,149171,0.006341715212742423,5154.89137249557,7328,0,0.06447918314612666,151704,3367225,243,82.6724795640327,0.017453198823814894,140114,842724,350,152.62962962962962,0.005701543221390135,107227,210681,366,233.61002178649238,0.0031120038228167695,49113,52900,230,213.53478260869565,0.0028898775478369385,13222,13225,115,114.97391304347826,0.0028396225429176574,3364,3364,58,58.0
lhr04c.mtx,None,SYMMETRIC,4101,4101,82682,0.004916221419877191,4077,4074,4077,1363.0583198277739,11335928,2764.1862960253598,4086,63,20.161424042916362,0,647,78581,0.008233542459373131,2825.207266520361,4095,0,0.06579106510834415,78546,1052676,230,76.55555555555556,0.018692395896634545,69114,263169,297,134.7251461988304,0.0071091669234663556,45431,66049,241,176.77431906614785,0.004949073896720809,16315,16641,129,126.47286821705427,0.004823425365890084,4185,4225,65,64.38461538461539,0.004664056182128003,1082,1089,33,32.78787878787879
lhr04.mtx,None,SYMMETRIC,4101,4101,82682,0.004916221419877191,4090,4076,4090,1369.9443530635447,11421988,2785.1714216044866,4092,63,20.161424042916362,0,916,78581,0.011656761812651913,2875.7388441843455,4085,0,0.06591526569555346,78398,1052676,235,76.41130604288499,0.018729793696358153,68976,263169,270,134.4561403508772,0.007171838222232091,45034,66049,239,175.2295719844358,0.004972236013609212,16239,16641,129,125.88372093023256,0.004847750998138809,4164,4225,65,64.06153846153846,0.004690063930355483,1076,1089,33,32.60606060606061
lhr02.mtx,None,SYMMETRIC,2954,2954,37206,0.004263752624879156,2933,2940,2940,978.6976562919959,5317642,1800.1496276235612,2933,43,12.595125253893027,0,218,34252,0.006364591848651174,1929.2569397427217,2938,0,0.06509643916913947,35722,546121,140,48.3382949932341,0.018296785006137288,31773,136900,177,85.87297297297297,0.006712356248845372,21652,34225,161,117.03783783783784,0.004329597756792183,8392,8649,93,90.23655913978494,0.004151506441384826,2188,2209,47,46.5531914893617,0.003963130930955497,573,576,24,23.875
lhr01.mtx,None,SYMMETRIC,1477,1477,18592,0.008522462914772162,1473,1455,1473,496.0835843373494,1351971,915.3493568043331,1474,43,12.587677725118484,0,179,17115,0.010458661992404323,962.6838185511172,1474,0,0.06719481871277395,17293,136900,150,46.73783783783784,0.021085867750598824,13777,34225,148,74.47027027027028,0.010017241379310345,7250,8649,92,77.95698924731182,0.008347701149425287,2175,2209,47,46.276595744680854,0.00796326754385965,570,576,24,23.75,0.007880316840277778,144,144,12,12.0
lowThrust_8.mtx,None,SYMMETRIC,17702,17702,216445,0.0006907213577356025,17611,17611,17611,5469.856933632101,249946664,14119.685007343804,17700,6883,12.227149474635635,0,5462,198743,0.027482728951459926,14119.685007343804,17700,0,0.06846855909341674,197577,19589476,3806,44.64008133755084,0.018159990146645832,186231,4897369,2169,84.15318572074108,0.004931830030332196,171435,1225449,1107,154.86449864498644,0.0015434476612473348,136948,306916,554,247.1985559566787,0.0007616352831196581,69381,76729,277,250.47292418772562,0.0006843886646910454,19303,19321,139,138.8705035971223
lowThrust_7.mtx,None,SYMMETRIC,17378,17378,211561,0.0007005449800931065,17341,17341,17341,5759.677445275831,248191721,14281.94964898147,17377,6757,12.174070664058004,0,5391,194183,0.027762471483085544,14281.94964898147,17377,0,0.06845712680752365,193151,18879025,3757,44.4536248561565,0.018164956533446165,181979,4721929,2139,83.74551311550852,0.0049386569232378165,167335,1181569,1087,153.94204231830727,0.0015462410120232607,133616,295936,544,245.61764705882354,0.0007691829451321667,67150,73984,272,246.875,0.0006982079967235995,18494,18496,136,135.98529411764707
lowThrust_6.mtx,None,SYMMETRIC,16928,16928,207349,0.0007235868147001333,16915,16915,16915,5299.5772441632225,229125269,13535.282904064272,16925,6582,12.248877599243857,0,5210,190421,0.027360427683921416,13535.282904064272,16925,0,0.0684132277869575,189427,17909824,3654,44.760633270321364,0.018163424127240414,178371,4477456,2074,84.29631379962193,0.0049489620758025685,163662,1119364,1057,154.68998109640833,0.001561296737776904,129693,279841,529,245.1663516068053,0.0007907636167443804,64017,70225,265,241.57358490566037,0.0007160967924676767,17673,17689,133,132.8796992481203
lowThrust_5.mtx,None,SYMMETRIC,16262,16262,198369,0.0007501116154467339,16209,16209,16209,4992.956984206202,209927264,12909.068011314721,16260,6323,12.198315090394786,0,5047,182107,0.027714475555579963,12909.068011314721,16260,0,0.06845824774715081,181104,16532356,3510,44.54107230693556,0.018177058287101654,170518,4133089,2005,83.87506148548943,0.004967713829391664,155983,1034289,1017,153.3756145526057,0.0015801858716443843,122593,259081,509,240.8506876227898,0.0008130329148794634,59567,65025,255,233.59607843137255,0.0007459940178777727,16230,16384,128,126.796875
lowThrust_4.mtx,None,SYMMETRIC,13562,13562,160947,0.0008750551112859236,13478,13478,13478,4173.718056254544,145169571,10704.141793245833,13556,5273,11.867497419259696,0,4292,147385,0.029121009600705634,10704.141793245833,13556,0,0.068697627486734,146427,11498881,2926,43.181067531701565,0.018309672328683343,137348,2876416,1673,80.98349056603773,0.005053933493705687,124398,719104,847,146.69575471698113,0.0016641059257543674,94450,179776,424,222.75943396226415,0.0009222574560361216,42606,44944,212,200.97169811320754,0.000874281353948803,11236,11236,106,106.0
lowThrust_3.mtx,None,SYMMETRIC,7064,7064,80645,0.0016161291553427072,7038,7038,7038,2201.038998077996,39271068,5559.324462061155,7060,2746,11.416336353340883,0,2238,73581,0.030415460512904148,5559.324462061155,7060,0,0.06932552781789424,72705,3118756,1524,41.169309173272936,0.01880853981640421,66995,779689,866,75.87202718006795,0.005518719232857993,57082,195364,442,129.1447963800905,0.00216639294728083,36353,48841,221,164.49321266968326,0.0016073737205588212,12249,12321,111,110.35135135135135,0.0015695727601343272,3136,3136,56,56.0
lowThrust_2.mtx,None,SYMMETRIC,2312,2312,26261,0.004912873708408664,2308,2308,2308,700.0576520315296,4150071,1795.0134083044982,2308,898,11.35856401384083,0,775,23949,0.03236043258591173,1795.0134083044982,2308,0,0.07069747157133012,23216,334084,500,40.16608996539792,0.020442812126345158,20072,83521,283,69.45328719723183,0.007491567315416637,13693,21025,145,94.43448275862069,0.0049176429170661555,5215,5329,73,71.43835616438356,0.004690107500457206,1367,1369,37,36.945945945945944,0.004440011740391274,361,361,19,19.0
kineticBatchReactor_9.mtx,None,SYMMETRIC,8115,8115,86183,0.0013087134305115656,8078,8078,8078,2679.0037942517665,51273471,6318.357486136783,8109,2720,10.620209488601356,0,2839,78068,0.03636573243838705,6318.357486136783,8109,0,0.07052433978815612,76377,4116841,1635,37.64268112370626,0.019454612600768587,69218,1030225,983,68.19507389162561,0.005687463571935397,59192,258064,508,116.51968503937007,0.0020592876422192317,40870,64516,254,160.90551181102362,0.0013327909979334261,15787,16129,127,124.30708661417323,0.0012842267751693726,4096,4096,64,64.0
kineticBatchReactor_8.mtx,None,SYMMETRIC,8052,8052,85194,0.0013140184923185582,8017,8017,8017,2510.902246637087,48194094,5985.356929955291,8050,2720,10.580476900149032,0,2901,77142,0.037605973399704444,5985.356929955291,8050,0,0.07058653922634356,75434,4052169,1625,37.473422752111276,0.01947843503072871,68340,1014049,964,67.86494538232374,0.005688312978599754,58504,254016,504,116.07936507936508,0.002076920106470618,40058,63504,252,158.96031746031747,0.001339816825963025,15524,15876,126,123.2063492063492,0.0013101106327947846,3969,3969,63,63.0
pcrystk02.mtx,None,SYMMETRIC,13965,13965,968583,0.004966551717639964,13943,13943,13943,4587.2988066071775,189279932,13553.8798424633,13951,81,69.3578947368421,0,4736,954618,0.004961146762369869,13553.8798424633,13951,0,0.06554030901248523,923652,12194064,317,264.50515463917526,0.018367440051992562,823964,3048516,564,471.91523482245134,0.0069544126587408805,544047,762129,689,623.192439862543,0.004989696708485654,189567,190969,437,433.79176201372997,0.004931090793126368,47955,47961,219,218.97260273972603,0.004885753284801136,12100,12100,110,110.0
nasa4704.mtx,None,SYMMETRIC,4704,4704,104756,0.004734174707297885,4687,4687,4687,1492.4844209400894,20051619,4262.674107142857,4700,42,22.26955782312925,0,430,100052,0.0042977651621157,4262.674107142857,4700,0,0.06690972080284512,97852,1382976,126,83.20748299319727,0.01870172642307077,87522,345744,197,148.8469387755102,0.006870435275352586,59560,86436,229,202.58503401360545,0.004773940979513743,21429,21609,147,145.77551020408163,0.0046704155063002194,5476,5476,74,74.0,0.0046704155063002194,1369,1369,37,37.0
nasa2910.mtx,None,SYMMETRIC,2910,2910,174296,0.0205826572666832,2906,2906,2906,954.9116101344839,8124787,2792.0230240549827,2907,175,59.89553264604811,0,4458,171386,0.02601145951244559,2792.0230240549827,2907,0,0.07441525261633468,146388,529984,334,201.08241758241758,0.02875427612129403,94712,132496,325,260.1978021978022,0.020738463295766067,32830,33124,182,180.3846153846154,0.02055439409491607,8281,8281,91,91.0,0.020109987889886577,2116,2116,46,46.0,0.020109987889886577,529,529,23,23.0
nasa1824.mtx,None,SYMMETRIC,1824,1824,39208,0.011784876115727917,1813,1813,1813,579.0072944297082,2989778,1639.1326754385964,1817,42,21.49561403508772,0,507,37384,0.013561951637063984,1639.1326754385964,1817,0,0.0705058119461388,34756,207936,114,76.21929824561404,0.022774163568773233,26900,51984,143,117.98245614035088,0.012419416963996108,12332,12996,113,108.17543859649123,0.011784876115727917,3249,3249,57,57.0,0.011382004310344827,841,841,29,29.0,0.010635850694444445,225,225,15,15.0
msc04515.mtx,None,SYMMETRIC,4515,4515,97707,0.00479303024617094,4512,4512,4512,1432.2409039270472,18507984,4099.221262458472,4512,27,21.640531561461795,0,449,93192,0.0048180101296248605,4099.221262458472,4512,0,0.06688375518876707,91303,1274641,104,80.87068201948627,0.018714489071674615,81577,319225,181,144.38407079646018,0.00691841080265376,55167,80089,218,194.93639575971733,0.004822937332566721,19784,20164,142,139.32394366197184,0.004732046825406665,5041,5041,71,71.0,0.004601513897931135,1296,1296,36,36.0
msc01440.mtx,None,SYMMETRIC,1440,1440,46270,0.022313850308641976,1436,1436,1436,465.59053382321156,1940842,1347.8069444444445,1439,45,32.13194444444444,0,1187,44830,0.026477805041267007,1347.8069444444445,1439,0,0.07563621384108385,38234,129600,140,106.20555555555555,0.029666341813705376,24370,32400,152,135.38888888888889,0.022391252167988106,8072,8100,90,89.68888888888888,0.022313850308641976,2025,2025,45,45.0,0.02135422820179584,529,529,23,23.0,0.019611782497829862,144,144,12,12.0
msc01050.mtx,None,SYMMETRIC,1050,1050,29156,0.026445351473922903,1042,1042,1042,334.4702977088764,996957,949.4828571428571,1047,128,27.767619047619046,0,1015,28106,0.03611328541948339,949.4828571428571,1047,0,0.07952908829049012,22913,69169,170,87.12167300380229,0.03378541234055177,13484,17424,128,102.15151515151516,0.026302684757505773,4330,4356,66,65.60606060606061,0.026145689853076217,1089,1089,33,33.0,0.024630325475778547,289,289,17,17.0,0.021969642168209878,81,81,9,9.0
msc00726.mtx,None,SYMMETRIC,726,726,34518,0.06548960681192086,718,718,718,235.74013558143577,502628,692.3250688705234,723,88,47.54545454545455,0,2554,33792,0.07558001893939394,692.3250688705234,723,0,0.10086847765101926,21388,33124,147,117.51648351648352,0.06638076923076923,8125,8281,91,89.28571428571429,0.06372208766540642,2116,2116,46,46.0,0.06372208766540642,529,529,23,23.0,0.058522542317708336,144,144,12,12.0,0.058522542317708336,36,36,6,6.0
crystm03.mtx,None,SYMMETRIC,24696,24696,583770,0.0009571688131960638,24632,24632,24632,7903.921208695206,558339831,22608.51275510204,24685,27,23.638241010689992,0,530,559074,0.0009479961507778934,22608.51275510204,24685,0,0.06502749162329792,561080,38118276,105,90.87787495950761,0.01670798370123697,545931,9529569,207,176.84839650145773,0.004562619425158567,499790,2383936,374,323.6981865284974,0.0015704381415077187,363012,595984,517,470.22279792746116,0.0009794651409267404,145510,148996,385,376.96891191709847,0.0009565489855851834,37249,37249,193,193.0
