Name,Category,Group,MatrixID,NumRows,NumCols,Nonzeros,Symmetric,SparsityRatio,Link,ImageLink,Source,Params
mario002,large-matrices,GHS_indef,1241,389874,389874,2097566,Yes,0.0000137996,https://sparse.tamu.edu/GHS_indef/mario002,https://suitesparse-collection-website.herokuapp.com/files/GHS_indef/mario002.png,SuiteSparse,
turon_m,large-matrices,GHS_indef,1251,189924,189924,1690876,Yes,0.0000468762,https://sparse.tamu.edu/GHS_indef/turon_m,https://suitesparse-collection-website.herokuapp.com/files/GHS_indef/turon_m.png,SuiteSparse,
audikw_1,large-matrices,GHS_psdef,1252,943695,943695,77651847,Yes,0.0000871944,https://sparse.tamu.edu/GHS_psdef/audikw_1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/audikw_1.png,SuiteSparse,
bmw7st_1,large-matrices,GHS_psdef,1253,141347,141347,7318399,Yes,0.0003663050,https://sparse.tamu.edu/GHS_psdef/bmw7st_1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/bmw7st_1.png,SuiteSparse,
bmwcra_1,large-matrices,GHS_psdef,1254,148770,148770,10641602,Yes,0.0004808131,https://sparse.tamu.edu/GHS_psdef/bmwcra_1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/bmwcra_1.png,SuiteSparse,
crankseg_1,large-matrices,GHS_psdef,1257,52804,52804,10614210,Yes,0.0038067471,https://sparse.tamu.edu/GHS_psdef/crankseg_1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/crankseg_1.png,SuiteSparse,
crankseg_2,large-matrices,GHS_psdef,1258,63838,63838,14148858,Yes,0.0034718651,https://sparse.tamu.edu/GHS_psdef/crankseg_2,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/crankseg_2.png,SuiteSparse,
fcondp2,large-matrices,DNVS,1260,201822,201822,11294316,Yes,0.0002772828,https://sparse.tamu.edu/DNVS/fcondp2,https://suitesparse-collection-website.herokuapp.com/files/DNVS/fcondp2.png,SuiteSparse,
fullb,large-matrices,DNVS,1264,199187,199187,11708077,Yes,0.0002950962,https://sparse.tamu.edu/DNVS/fullb,https://suitesparse-collection-website.herokuapp.com/files/DNVS/fullb.png,SuiteSparse,
halfb,large-matrices,DNVS,1265,224617,224617,12387821,Yes,0.0002455329,https://sparse.tamu.edu/DNVS/halfb,https://suitesparse-collection-website.herokuapp.com/files/DNVS/halfb.png,SuiteSparse,
hood,large-matrices,GHS_psdef,1266,220542,220542,9895422,Yes,0.0002034472,https://sparse.tamu.edu/GHS_psdef/hood,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/hood.png,SuiteSparse,
inline_1,large-matrices,GHS_psdef,1267,503712,503712,36816170,Yes,0.0001451022,https://sparse.tamu.edu/GHS_psdef/inline_1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/inline_1.png,SuiteSparse,
ldoor,large-matrices,GHS_psdef,1268,952203,952203,42493817,Yes,0.0000468669,https://sparse.tamu.edu/GHS_psdef/ldoor,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/ldoor.png,SuiteSparse,
m_t1,large-matrices,DNVS,1269,97578,97578,9753570,Yes,0.0010243769,https://sparse.tamu.edu/DNVS/m_t1,https://suitesparse-collection-website.herokuapp.com/files/DNVS/m_t1.png,SuiteSparse,
oilpan,large-matrices,GHS_psdef,1270,73752,73752,2148558,Yes,0.0003950022,https://sparse.tamu.edu/GHS_psdef/oilpan,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/oilpan.png,SuiteSparse,
opt1,large-matrices,GHS_psdef,1271,15449,15449,1930655,Yes,0.0080891694,https://sparse.tamu.edu/GHS_psdef/opt1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/opt1.png,SuiteSparse,
ramage02,large-matrices,GHS_psdef,1274,16830,16830,2866352,Yes,0.0101195521,https://sparse.tamu.edu/GHS_psdef/ramage02,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/ramage02.png,SuiteSparse,
s3dkq4m2,large-matrices,GHS_psdef,1275,90449,90449,4427725,Yes,0.0005412191,https://sparse.tamu.edu/GHS_psdef/s3dkq4m2,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/s3dkq4m2.png,SuiteSparse,
s3dkt3m2,large-matrices,GHS_psdef,1276,90449,90449,3686223,Yes,0.0004505822,https://sparse.tamu.edu/GHS_psdef/s3dkt3m2,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/s3dkt3m2.png,SuiteSparse,
ship_001,large-matrices,DNVS,1277,34920,34920,3896496,Yes,0.0031954039,https://sparse.tamu.edu/DNVS/ship_001,https://suitesparse-collection-website.herokuapp.com/files/DNVS/ship_001.png,SuiteSparse,
ship_003,large-matrices,DNVS,1278,121728,121728,3777036,Yes,0.0002549002,https://sparse.tamu.edu/DNVS/ship_003,https://suitesparse-collection-website.herokuapp.com/files/DNVS/ship_003.png,SuiteSparse,
shipsec1,large-matrices,DNVS,1279,140874,140874,3568176,Yes,0.0001797979,https://sparse.tamu.edu/DNVS/shipsec1,https://suitesparse-collection-website.herokuapp.com/files/DNVS/shipsec1.png,SuiteSparse,
shipsec5,large-matrices,DNVS,1280,179860,179860,4598604,Yes,0.0001421533,https://sparse.tamu.edu/DNVS/shipsec5,https://suitesparse-collection-website.herokuapp.com/files/DNVS/shipsec5.png,SuiteSparse,
shipsec8,large-matrices,DNVS,1281,114919,114919,3303553,Yes,0.0002501483,https://sparse.tamu.edu/DNVS/shipsec8,https://suitesparse-collection-website.herokuapp.com/files/DNVS/shipsec8.png,SuiteSparse,
srb1,large-matrices,GHS_psdef,1282,54924,54924,2962152,Yes,0.0009819356,https://sparse.tamu.edu/GHS_psdef/srb1,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/srb1.png,SuiteSparse,
thread,large-matrices,DNVS,1283,29736,29736,4444880,Yes,0.0050268386,https://sparse.tamu.edu/DNVS/thread,https://suitesparse-collection-website.herokuapp.com/files/DNVS/thread.png,SuiteSparse,
trdheim,large-matrices,DNVS,1284,22098,22098,1935324,Yes,0.0039632160,https://sparse.tamu.edu/DNVS/trdheim,https://suitesparse-collection-website.herokuapp.com/files/DNVS/trdheim.png,SuiteSparse,
troll,large-matrices,DNVS,1285,213453,213453,11985111,Yes,0.0002630495,https://sparse.tamu.edu/DNVS/troll,https://suitesparse-collection-website.herokuapp.com/files/DNVS/troll.png,SuiteSparse,
tsyl201,large-matrices,DNVS,1286,20685,20685,2454957,Yes,0.0057376340,https://sparse.tamu.edu/DNVS/tsyl201,https://suitesparse-collection-website.herokuapp.com/files/DNVS/tsyl201.png,SuiteSparse,
vanbody,large-matrices,GHS_psdef,1287,47072,47072,2329056,Yes,0.0010511256,https://sparse.tamu.edu/GHS_psdef/vanbody,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/vanbody.png,SuiteSparse,
x104,large-matrices,DNVS,1290,108384,108384,8713602,Yes,0.0007417668,https://sparse.tamu.edu/DNVS/x104,https://suitesparse-collection-website.herokuapp.com/files/DNVS/x104.png,SuiteSparse,
boyd1,large-matrices,GHS_indef,1296,93279,93279,1211231,Yes,0.0001392064,https://sparse.tamu.edu/GHS_indef/boyd1,https://suitesparse-collection-website.herokuapp.com/files/GHS_indef/boyd1.png,SuiteSparse,
boyd2,large-matrices,GHS_indef,1297,466316,466316,1500397,Yes,0.0000068999,https://sparse.tamu.edu/GHS_indef/boyd2,https://suitesparse-collection-website.herokuapp.com/files/GHS_indef/boyd2.png,SuiteSparse,
sparsine,large-matrices,GHS_indef,1308,50000,50000,1548988,Yes,0.0006195952,https://sparse.tamu.edu/GHS_indef/sparsine,https://suitesparse-collection-website.herokuapp.com/files/GHS_indef/sparsine.png,SuiteSparse,
std1_Jac2,large-matrices,VanVelzen,1334,21982,21982,1248213,No,0.0025831778,https://sparse.tamu.edu/VanVelzen/std1_Jac2,https://suitesparse-collection-website.herokuapp.com/files/VanVelzen/std1_Jac2.png,SuiteSparse,
std1_Jac3,large-matrices,VanVelzen,1336,21982,21982,1455374,No,0.0030118976,https://sparse.tamu.edu/VanVelzen/std1_Jac3,https://suitesparse-collection-website.herokuapp.com/files/VanVelzen/std1_Jac3.png,SuiteSparse,
Zd_Jac2,large-matrices,VanVelzen,1338,22835,22835,1642407,No,0.0031497694,https://sparse.tamu.edu/VanVelzen/Zd_Jac2,https://suitesparse-collection-website.herokuapp.com/files/VanVelzen/Zd_Jac2.png,SuiteSparse,
Zd_Jac3,large-matrices,VanVelzen,1340,22835,22835,1915726,No,0.0036739341,https://sparse.tamu.edu/VanVelzen/Zd_Jac3,https://suitesparse-collection-website.herokuapp.com/files/VanVelzen/Zd_Jac3.png,SuiteSparse,
Zd_Jac6,large-matrices,VanVelzen,1342,22835,22835,1711557,No,0.0032823836,https://sparse.tamu.edu/VanVelzen/Zd_Jac6,https://suitesparse-collection-website.herokuapp.com/files/VanVelzen/Zd_Jac6.png,SuiteSparse,
CO,large-matrices,PARSEC,1349,221119,221119,7666057,Yes,0.0001567906,https://sparse.tamu.edu/PARSEC/CO,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/CO.png,SuiteSparse,
Ga10As10H30,large-matrices,PARSEC,1350,113081,113081,6115633,Yes,0.0004782579,https://sparse.tamu.edu/PARSEC/Ga10As10H30,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Ga10As10H30.png,SuiteSparse,
Ga19As19H42,large-matrices,PARSEC,1351,133123,133123,8884839,Yes,0.0005013527,https://sparse.tamu.edu/PARSEC/Ga19As19H42,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Ga19As19H42.png,SuiteSparse,
Ga3As3H12,large-matrices,PARSEC,1352,61349,61349,5970947,Yes,0.0015864568,https://sparse.tamu.edu/PARSEC/Ga3As3H12,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Ga3As3H12.png,SuiteSparse,
Ga41As41H72,large-matrices,PARSEC,1353,268096,268096,18488476,Yes,0.0002572293,https://sparse.tamu.edu/PARSEC/Ga41As41H72,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Ga41As41H72.png,SuiteSparse,
GaAsH6,large-matrices,PARSEC,1354,61349,61349,3381809,Yes,0.0008985331,https://sparse.tamu.edu/PARSEC/GaAsH6,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/GaAsH6.png,SuiteSparse,
Ge87H76,large-matrices,PARSEC,1355,112985,112985,7892195,Yes,0.0006182388,https://sparse.tamu.edu/PARSEC/Ge87H76,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Ge87H76.png,SuiteSparse,
Ge99H100,large-matrices,PARSEC,1356,112985,112985,8451395,Yes,0.0006620439,https://sparse.tamu.edu/PARSEC/Ge99H100,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Ge99H100.png,SuiteSparse,
H2O,large-matrices,PARSEC,1357,67024,67024,2216736,Yes,0.0004934615,https://sparse.tamu.edu/PARSEC/H2O,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/H2O.png,SuiteSparse,
Si34H36,large-matrices,PARSEC,1361,97569,97569,5156379,Yes,0.0005416530,https://sparse.tamu.edu/PARSEC/Si34H36,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Si34H36.png,SuiteSparse,
Si41Ge41H72,large-matrices,PARSEC,1362,185639,185639,15011265,Yes,0.0004355910,https://sparse.tamu.edu/PARSEC/Si41Ge41H72,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Si41Ge41H72.png,SuiteSparse,
Si87H76,large-matrices,PARSEC,1364,240369,240369,10661631,Yes,0.0001845299,https://sparse.tamu.edu/PARSEC/Si87H76,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/Si87H76.png,SuiteSparse,
SiO2,large-matrices,PARSEC,1367,155331,155331,11283503,Yes,0.0004676573,https://sparse.tamu.edu/PARSEC/SiO2,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/SiO2.png,SuiteSparse,
SiO,large-matrices,PARSEC,1368,33401,33401,1317655,Yes,0.0011810894,https://sparse.tamu.edu/PARSEC/SiO,https://suitesparse-collection-website.herokuapp.com/files/PARSEC/SiO.png,SuiteSparse,
rajat21,large-matrices,Rajat,1370,411676,411676,1876011,No,0.0000110694,https://sparse.tamu.edu/Rajat/rajat21,https://suitesparse-collection-website.herokuapp.com/files/Rajat/rajat21.png,SuiteSparse,
rajat24,large-matrices,Rajat,1373,358172,358172,1946979,No,0.0000151767,https://sparse.tamu.edu/Rajat/rajat24,https://suitesparse-collection-website.herokuapp.com/files/Rajat/rajat24.png,SuiteSparse,
ins2,large-matrices,Andrianov,1382,309412,309412,2751484,Yes,0.0000287404,https://sparse.tamu.edu/Andrianov/ins2,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/ins2.png,SuiteSparse,
lp1,large-matrices,Andrianov,1383,534388,534388,1643420,Yes,0.0000057549,https://sparse.tamu.edu/Andrianov/lp1,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/lp1.png,SuiteSparse,
mip1,large-matrices,Andrianov,1385,66463,66463,10352819,Yes,0.0023436823,https://sparse.tamu.edu/Andrianov/mip1,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/mip1.png,SuiteSparse,
net100,large-matrices,Andrianov,1386,29920,29920,2033200,Yes,0.0022712081,https://sparse.tamu.edu/Andrianov/net100,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/net100.png,SuiteSparse,
net125,large-matrices,Andrianov,1387,36720,36720,2577200,Yes,0.0019113613,https://sparse.tamu.edu/Andrianov/net125,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/net125.png,SuiteSparse,
net150,large-matrices,Andrianov,1388,43520,43520,3121200,Yes,0.0016479492,https://sparse.tamu.edu/Andrianov/net150,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/net150.png,SuiteSparse,
net4-1,large-matrices,Andrianov,1390,88343,88343,2441727,Yes,0.0003128620,https://sparse.tamu.edu/Andrianov/net4-1,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/net4-1.png,SuiteSparse,
net75,large-matrices,Andrianov,1392,23120,23120,1489200,Yes,0.0027859760,https://sparse.tamu.edu/Andrianov/net75,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/net75.png,SuiteSparse,
pattern1,large-matrices,Andrianov,1393,19242,19242,9323432,Yes,0.0251811400,https://sparse.tamu.edu/Andrianov/pattern1,https://suitesparse-collection-website.herokuapp.com/files/Andrianov/pattern1.png,SuiteSparse,
rajat29,large-matrices,Rajat,1396,643994,643994,3760246,No,0.0000090668,https://sparse.tamu.edu/Rajat/rajat29,https://suitesparse-collection-website.herokuapp.com/files/Rajat/rajat29.png,SuiteSparse,
rajat30,large-matrices,Rajat,1397,643994,643994,6175244,No,0.0000148899,https://sparse.tamu.edu/Rajat/rajat30,https://suitesparse-collection-website.herokuapp.com/files/Rajat/rajat30.png,SuiteSparse,
rajat31,large-matrices,Rajat,1398,4690002,4690002,20316253,No,0.0000009236,https://sparse.tamu.edu/Rajat/rajat31,https://suitesparse-collection-website.herokuapp.com/files/Rajat/rajat31.png,SuiteSparse,
laminar_duct3D,large-matrices,Raju,1399,67173,67173,3788857,No,0.0008396895,https://sparse.tamu.edu/Raju/laminar_duct3D,https://suitesparse-collection-website.herokuapp.com/files/Raju/laminar_duct3D.png,SuiteSparse,
thermal2,large-matrices,Schmid,1403,1228045,1228045,8580313,Yes,0.0000056895,https://sparse.tamu.edu/Schmid/thermal2,https://suitesparse-collection-website.herokuapp.com/files/Schmid/thermal2.png,SuiteSparse,
F1,large-matrices,Koutsovasilis,1411,343791,343791,26837113,Yes,0.0002270632,https://sparse.tamu.edu/Koutsovasilis/F1,https://suitesparse-collection-website.herokuapp.com/files/Koutsovasilis/F1.png,SuiteSparse,
ASIC_320k,large-matrices,Sandia,1417,321821,321821,1931828,No,0.0000186526,https://sparse.tamu.edu/Sandia/ASIC_320k,https://suitesparse-collection-website.herokuapp.com/files/Sandia/ASIC_320k.png,SuiteSparse,
ASIC_320ks,large-matrices,Sandia,1418,321671,321671,1316085,No,0.0000127192,https://sparse.tamu.edu/Sandia/ASIC_320ks,https://suitesparse-collection-website.herokuapp.com/files/Sandia/ASIC_320ks.png,SuiteSparse,
ASIC_680k,large-matrices,Sandia,1419,682862,682862,2638997,No,0.0000056594,https://sparse.tamu.edu/Sandia/ASIC_680k,https://suitesparse-collection-website.herokuapp.com/files/Sandia/ASIC_680k.png,SuiteSparse,
ASIC_680ks,large-matrices,Sandia,1420,682712,682712,1693767,No,0.0000036339,https://sparse.tamu.edu/Sandia/ASIC_680ks,https://suitesparse-collection-website.herokuapp.com/files/Sandia/ASIC_680ks.png,SuiteSparse,
G3_circuit,large-matrices,AMD,1421,1585478,1585478,7660826,Yes,0.0000030476,https://sparse.tamu.edu/AMD/G3_circuit,https://suitesparse-collection-website.herokuapp.com/files/AMD/G3_circuit.png,SuiteSparse,
apache2,large-matrices,GHS_psdef,1423,715176,715176,4817870,Yes,0.0000094195,https://sparse.tamu.edu/GHS_psdef/apache2,https://suitesparse-collection-website.herokuapp.com/files/GHS_psdef/apache2.png,SuiteSparse,
filter3D,large-matrices,Oberwolfach,1431,106437,106437,2707179,Yes,0.0002389636,https://sparse.tamu.edu/Oberwolfach/filter3D,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/filter3D.png,SuiteSparse,
gas_sensor,large-matrices,Oberwolfach,1434,66917,66917,1703365,Yes,0.0003803950,https://sparse.tamu.edu/Oberwolfach/gas_sensor,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/gas_sensor.png,SuiteSparse,
gyro,large-matrices,Oberwolfach,1435,17361,17361,1021159,Yes,0.0033880039,https://sparse.tamu.edu/Oberwolfach/gyro,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/gyro.png,SuiteSparse,
t3dh,large-matrices,Oberwolfach,1450,79171,79171,4352105,Yes,0.0006943319,https://sparse.tamu.edu/Oberwolfach/t3dh,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/t3dh.png,SuiteSparse,
windscreen,large-matrices,Oberwolfach,1452,22692,22692,1482390,Yes,0.0028788360,https://sparse.tamu.edu/Oberwolfach/windscreen,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/windscreen.png,SuiteSparse,
bone010,large-matrices,Oberwolfach,1453,986703,986703,47851783,Yes,0.0000491502,https://sparse.tamu.edu/Oberwolfach/bone010,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/bone010.png,SuiteSparse,
boneS01,large-matrices,Oberwolfach,1454,127224,127224,5516602,Yes,0.0003408267,https://sparse.tamu.edu/Oberwolfach/boneS01,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/boneS01.png,SuiteSparse,
boneS10,large-matrices,Oberwolfach,1455,914898,914898,40878708,Yes,0.0000488373,https://sparse.tamu.edu/Oberwolfach/boneS10,https://suitesparse-collection-website.herokuapp.com/files/Oberwolfach/boneS10.png,SuiteSparse,
IMDB,large-matrices,Pajek,1504,428440,896308,3782463,No,0.0000098498,https://sparse.tamu.edu/Pajek/IMDB,https://suitesparse-collection-website.herokuapp.com/files/Pajek/IMDB.png,SuiteSparse,
NotreDame_actors,large-matrices,Barabasi,1509,392400,127823,1470404,No,0.0000293156,https://sparse.tamu.edu/Barabasi/NotreDame_actors,https://suitesparse-collection-website.herokuapp.com/files/Barabasi/NotreDame_actors.png,SuiteSparse,
patents,large-matrices,Pajek,1514,3774768,3774768,14970767,No,0.0000010507,https://sparse.tamu.edu/Pajek/patents,https://suitesparse-collection-website.herokuapp.com/files/Pajek/patents.png,SuiteSparse,
c-big,large-matrices,Schenk_IBMNA,1579,345241,345241,2340859,Yes,0.0000196395,https://sparse.tamu.edu/Schenk_IBMNA/c-big,https://suitesparse-collection-website.herokuapp.com/files/Schenk_IBMNA/c-big.png,SuiteSparse,
af_0_k101,large-matrices,Schenk_AFE,1580,503625,503625,17550675,Yes,0.0000691957,https://sparse.tamu.edu/Schenk_AFE/af_0_k101,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_0_k101.png,SuiteSparse,
af_1_k101,large-matrices,Schenk_AFE,1581,503625,503625,17550675,Yes,0.0000691957,https://sparse.tamu.edu/Schenk_AFE/af_1_k101,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_1_k101.png,SuiteSparse,
af_2_k101,large-matrices,Schenk_AFE,1582,503625,503625,17550675,Yes,0.0000691957,https://sparse.tamu.edu/Schenk_AFE/af_2_k101,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_2_k101.png,SuiteSparse,
af_3_k101,large-matrices,Schenk_AFE,1583,503625,503625,17550675,Yes,0.0000691957,https://sparse.tamu.edu/Schenk_AFE/af_3_k101,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_3_k101.png,SuiteSparse,
af_4_k101,large-matrices,Schenk_AFE,1584,503625,503625,17550675,Yes,0.0000691957,https://sparse.tamu.edu/Schenk_AFE/af_4_k101,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_4_k101.png,SuiteSparse,
af_5_k101,large-matrices,Schenk_AFE,1585,503625,503625,17550675,Yes,0.0000691957,https://sparse.tamu.edu/Schenk_AFE/af_5_k101,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_5_k101.png,SuiteSparse,
af_shell10,large-matrices,Schenk_AFE,1586,1508065,1508065,52259885,Yes,0.0000229789,https://sparse.tamu.edu/Schenk_AFE/af_shell10,https://suitesparse-collection-website.herokuapp.com/files/Schenk_AFE/af_shell10.png,SuiteSparse,
c-73b,large-matrices,Schenk_IBMNA,1590,169422,169422,1279274,Yes,0.0000445681,https://sparse.tamu.edu/Schenk_IBMNA/c-73b,https://suitesparse-collection-website.herokuapp.com/files/Schenk_IBMNA/c-73b.png,SuiteSparse,
conf5_4-8x8-05,large-matrices,QCD,1598,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf5_4-8x8-05,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf5_4-8x8-05.png,SuiteSparse,
conf5_4-8x8-10,large-matrices,QCD,1599,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf5_4-8x8-10,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf5_4-8x8-10.png,SuiteSparse,
conf5_4-8x8-15,large-matrices,QCD,1600,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf5_4-8x8-15,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf5_4-8x8-15.png,SuiteSparse,
conf5_4-8x8-20,large-matrices,QCD,1601,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf5_4-8x8-20,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf5_4-8x8-20.png,SuiteSparse,
conf6_0-8x8-20,large-matrices,QCD,1602,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf6_0-8x8-20,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf6_0-8x8-20.png,SuiteSparse,
conf6_0-8x8-30,large-matrices,QCD,1603,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf6_0-8x8-30,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf6_0-8x8-30.png,SuiteSparse,
conf6_0-8x8-80,large-matrices,QCD,1604,49152,49152,1916928,No,0.0007934570,https://sparse.tamu.edu/QCD/conf6_0-8x8-80,https://suitesparse-collection-website.herokuapp.com/files/QCD/conf6_0-8x8-80.png,SuiteSparse,
invextr1_new,large-matrices,POLYFLOW,1642,30412,30412,1793881,No,0.0019395620,https://sparse.tamu.edu/POLYFLOW/invextr1_new,https://suitesparse-collection-website.herokuapp.com/files/POLYFLOW/invextr1_new.png,SuiteSparse,
mixtank_new,large-matrices,POLYFLOW,1643,29957,29957,1990919,No,0.0022184873,https://sparse.tamu.edu/POLYFLOW/mixtank_new,https://suitesparse-collection-website.herokuapp.com/files/POLYFLOW/mixtank_new.png,SuiteSparse,
msdoor,large-matrices,INPRO,1644,415863,415863,19173163,Yes,0.0001108647,https://sparse.tamu.edu/INPRO/msdoor,https://suitesparse-collection-website.herokuapp.com/files/INPRO/msdoor.png,SuiteSparse,
pds-90,large-matrices,Mittelmann,1652,142823,475448,1014136,No,0.0000149346,https://sparse.tamu.edu/Mittelmann/pds-90,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/pds-90.png,SuiteSparse,
pds-100,large-matrices,Mittelmann,1653,156243,514577,1096002,No,0.0000136320,https://sparse.tamu.edu/Mittelmann/pds-100,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/pds-100.png,SuiteSparse,
rail2586,large-matrices,Mittelmann,1657,2586,923269,8011362,No,0.0033554408,https://sparse.tamu.edu/Mittelmann/rail2586,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/rail2586.png,SuiteSparse,
rail4284,large-matrices,Mittelmann,1658,4284,1096894,11284032,No,0.0024013208,https://sparse.tamu.edu/Mittelmann/rail4284,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/rail4284.png,SuiteSparse,
stormG2_1000,large-matrices,Mittelmann,1660,528185,1377306,3459881,No,0.0000047560,https://sparse.tamu.edu/Mittelmann/stormG2_1000,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/stormG2_1000.png,SuiteSparse,
watson_1,large-matrices,Mittelmann,1661,201155,386992,1055093,No,0.0000135537,https://sparse.tamu.edu/Mittelmann/watson_1,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/watson_1.png,SuiteSparse,
watson_2,large-matrices,Mittelmann,1662,352013,677224,1846391,No,0.0000077452,https://sparse.tamu.edu/Mittelmann/watson_2,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/watson_2.png,SuiteSparse,
cont11_l,large-matrices,Mittelmann,1663,1468599,1961394,5382999,No,0.0000018688,https://sparse.tamu.edu/Mittelmann/cont11_l,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/cont11_l.png,SuiteSparse,
cont1_l,large-matrices,Mittelmann,1664,1918399,1921596,7031999,No,0.0000019076,https://sparse.tamu.edu/Mittelmann/cont1_l,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/cont1_l.png,SuiteSparse,
neos,large-matrices,Mittelmann,1670,479119,515905,1526794,No,0.0000061769,https://sparse.tamu.edu/Mittelmann/neos,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/neos.png,SuiteSparse,
neos3,large-matrices,Mittelmann,1673,512209,518832,2055024,No,0.0000077329,https://sparse.tamu.edu/Mittelmann/neos3,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/neos3.png,SuiteSparse,
spal_004,large-matrices,Mittelmann,1674,10203,321696,46168124,No,0.0140659374,https://sparse.tamu.edu/Mittelmann/spal_004,https://suitesparse-collection-website.herokuapp.com/files/Mittelmann/spal_004.png,SuiteSparse,
dbic1,large-matrices,Meszaros,1704,43200,226317,1081843,No,0.0001106530,https://sparse.tamu.edu/Meszaros/dbic1,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/dbic1.png,SuiteSparse,
dbir1,large-matrices,Meszaros,1705,18804,45775,1077025,No,0.0012512589,https://sparse.tamu.edu/Meszaros/dbir1,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/dbir1.png,SuiteSparse,
dbir2,large-matrices,Meszaros,1706,18906,45877,1158159,No,0.0013352836,https://sparse.tamu.edu/Meszaros/dbir2,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/dbir2.png,SuiteSparse,
nemsemm1,large-matrices,Meszaros,1734,3945,75352,1053986,No,0.0035456270,https://sparse.tamu.edu/Meszaros/nemsemm1,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/nemsemm1.png,SuiteSparse,
